service,hour,day_of_week,is_weekend,queue_length,counters_open,wait_minutes
Document Verification,16,0,0,12,1,79.28
General Enquiry,12,0,0,13,1,45.11
Bill Payment,9,1,0,12,2,19.23
Bill Payment,17,5,1,50,4,43.31
Customer Support,11,0,0,20,3,43.98
General Enquiry,14,4,0,42,1,147.75
Customer Support,11,5,1,26,4,52.17
Customer Support,16,5,1,42,3,85.22
General Enquiry,9,1,0,55,3,76.48
General Enquiry,17,6,1,29,3,35.59
Account Services,11,4,0,7,2,25.71
Document Verification,16,0,0,57,1,343.97
Document Verification,14,5,1,48,2,126.6
Account Services,16,2,0,13,1,103.12
General Enquiry,13,5,1,18,4,18.85
Customer Support,9,3,0,49,1,297.25
General Enquiry,17,6,1,43,4,45.83
Document Verification,16,0,0,50,2,143.01
Document Verification,14,0,0,51,4,78.36
General Enquiry,17,1,0,40,4,40.97
Document Verification,11,3,0,20,3,37.27
Bill Payment,11,4,0,5,1,15.71
Customer Support,16,0,0,52,1,407.37
Bill Payment,15,4,0,13,1,50.81
Document Verification,11,5,1,26,3,53.76
General Enquiry,16,1,0,40,1,157.16
Bill Payment,9,4,0,11,3,12.67
Account Services,11,5,1,19,2,72.01
Document Verification,14,4,0,25,2,81.89
Bill Payment,9,2,0,8,3,9.98
Document Verification,16,1,0,34,3,73.7
Customer Support,16,1,0,22,3,54.52
Customer Support,14,0,0,58,2,186.21
Bill Payment,13,2,0,49,2,75.41
Document Verification,15,5,1,3,4,3.96
General Enquiry,12,0,0,36,1,151.78
Customer Support,16,1,0,25,3,68.63
Account Services,15,3,0,11,2,38.32
Customer Support,12,0,0,35,1,238.61
Customer Support,11,6,1,7,2,19.71
Bill Payment,12,2,0,6,1,20.35
Customer Support,11,2,0,28,1,197.76
Bill Payment,16,6,1,53,1,165.82
Bill Payment,13,4,0,22,1,81.48
Customer Support,13,5,1,28,3,78.32
Account Services,12,5,1,30,3,73.74
Document Verification,14,4,0,42,3,90.81
Account Services,14,0,0,34,4,73.36
Document Verification,12,5,1,4,3,3.81
Account Services,15,2,0,30,2,118.0
Bill Payment,17,0,0,36,2,67.29
Bill Payment,13,3,0,10,2,16.11
Account Services,10,5,1,54,4,90.34
Document Verification,10,2,0,51,4,83.94
Bill Payment,12,0,0,31,3,30.36
General Enquiry,16,3,0,15,3,20.75
General Enquiry,9,6,1,56,4,59.04
Document Verification,15,1,0,21,1,117.58
General Enquiry,17,4,0,23,4,23.87
Customer Support,9,1,0,54,2,185.32
Customer Support,12,4,0,26,1,183.39
Account Services,16,2,0,6,1,50.87
Document Verification,16,5,1,50,1,288.25
General Enquiry,13,1,0,4,1,15.0
Document Verification,10,5,1,46,1,298.66
Bill Payment,14,5,1,19,2,29.22
Document Verification,17,5,1,36,3,67.94
Customer Support,16,0,0,34,4,53.53
General Enquiry,14,2,0,8,3,9.66
Customer Support,9,3,0,28,2,101.89
Customer Support,16,1,0,27,2,85.06
Bill Payment,13,1,0,52,2,89.29
Document Verification,17,5,1,53,3,97.08
Customer Support,10,5,1,46,4,89.58
Document Verification,15,1,0,18,1,117.7
Account Services,13,3,0,5,4,2.39
Bill Payment,16,6,1,22,2,35.31
Account Services,15,5,1,14,2,55.38
Document Verification,15,5,1,20,3,40.62
Account Services,16,3,0,11,2,49.69
Customer Support,15,1,0,21,3,44.09
Account Services,17,2,0,11,2,47.0
General Enquiry,17,3,0,5,3,7.19
General Enquiry,17,1,0,34,1,140.24
General Enquiry,13,4,0,22,2,41.42
General Enquiry,13,6,1,17,4,14.15
General Enquiry,15,6,1,10,1,45.79
Customer Support,14,0,0,3,2,9.51
Customer Support,13,1,0,55,4,95.42
Document Verification,14,0,0,54,2,152.62
Customer Support,13,2,0,22,1,155.3
Document Verification,12,1,0,35,3,65.77
Account Services,14,6,1,35,4,62.93
Customer Support,9,6,1,32,2,122.55
General Enquiry,14,0,0,16,1,73.13
Account Services,9,6,1,29,2,123.93
Document Verification,14,5,1,10,3,20.74
General Enquiry,9,3,0,17,4,15.15
Document Verification,15,5,1,12,2,36.69
Bill Payment,16,1,0,46,2,83.08
Document Verification,14,5,1,14,4,19.55
General Enquiry,13,1,0,28,2,53.06
Bill Payment,15,4,0,14,3,18.35
Customer Support,15,0,0,43,1,338.67
Bill Payment,10,0,0,21,1,77.29
Account Services,15,0,0,36,3,104.57
Document Verification,14,4,0,25,2,69.75
Bill Payment,12,6,1,36,1,141.71
General Enquiry,17,4,0,17,4,16.93
Account Services,14,4,0,57,3,168.18
Account Services,16,0,0,11,2,49.71
Account Services,12,0,0,21,2,68.72
Document Verification,13,5,1,46,1,279.86
Account Services,9,2,0,30,3,72.42
Account Services,9,1,0,11,1,84.35
Account Services,16,0,0,39,2,148.08
Document Verification,12,0,0,7,3,14.57
Account Services,9,5,1,9,4,21.12
Bill Payment,10,0,0,43,4,35.81
Account Services,15,2,0,3,2,11.7
Account Services,13,4,0,20,2,83.09
Bill Payment,9,5,1,14,1,50.99
Account Services,12,2,0,22,2,91.92
General Enquiry,16,3,0,33,4,33.73
General Enquiry,10,4,0,38,2,73.09
Account Services,10,5,1,38,2,128.0
Document Verification,13,2,0,36,1,243.01
General Enquiry,14,3,0,7,1,32.4
Document Verification,15,2,0,34,4,44.42
General Enquiry,10,5,1,37,2,80.91
Document Verification,9,4,0,3,4,7.39
General Enquiry,15,6,1,9,4,5.15
General Enquiry,17,4,0,35,4,32.33
General Enquiry,9,5,1,15,4,15.76
Document Verification,14,0,0,51,3,111.69
Customer Support,14,5,1,14,2,49.0
Bill Payment,11,1,0,6,4,5.82
General Enquiry,9,4,0,7,4,4.99
Account Services,13,4,0,45,1,326.22
Account Services,12,3,0,13,4,36.14
Document Verification,16,3,0,25,2,64.92
Document Verification,16,2,0,46,2,124.96
Account Services,14,0,0,5,2,21.87
Bill Payment,17,3,0,10,2,22.47
Account Services,17,2,0,28,2,110.52
Bill Payment,9,6,1,63,1,239.57
General Enquiry,11,3,0,3,3,2.8
Customer Support,16,6,1,35,4,52.07
Bill Payment,14,3,0,11,4,8.63
Account Services,9,5,1,22,1,182.14
Customer Support,11,3,0,38,1,232.57
General Enquiry,17,1,0,33,2,58.75
Document Verification,11,6,1,12,2,41.91
Document Verification,15,2,0,13,3,24.38
Bill Payment,10,5,1,46,1,160.86
Document Verification,16,1,0,38,1,223.23
Account Services,11,5,1,35,4,79.19
Customer Support,9,3,0,17,2,57.13
Document Verification,12,1,0,10,3,17.46
Document Verification,9,5,1,40,3,80.74
General Enquiry,14,1,0,18,4,19.16
General Enquiry,14,0,0,57,1,212.52
Bill Payment,10,4,0,61,4,50.56
General Enquiry,11,5,1,4,2,5.66
Document Verification,16,6,1,40,1,241.93
Customer Support,16,0,0,54,3,139.56
General Enquiry,12,0,0,15,3,23.16
Bill Payment,11,1,0,14,4,9.77
Bill Payment,10,2,0,14,4,11.61
Customer Support,17,5,1,38,1,255.41
Document Verification,15,2,0,30,1,187.6
General Enquiry,17,6,1,47,2,106.05
General Enquiry,16,0,0,52,4,60.07
Account Services,9,6,1,45,3,129.15
Account Services,16,4,0,39,2,149.8
Customer Support,10,5,1,40,1,321.32
Customer Support,9,5,1,60,4,96.32
Bill Payment,16,0,0,19,3,20.63
Account Services,14,3,0,10,4,19.62
Document Verification,11,4,0,23,1,132.78
Bill Payment,9,2,0,17,4,18.92
Account Services,12,3,0,4,4,7.63
General Enquiry,13,1,0,33,3,47.97
General Enquiry,10,6,1,39,3,51.98
Bill Payment,10,0,0,22,2,40.35
Account Services,12,5,1,7,2,29.99
Account Services,10,5,1,41,4,79.5
Document Verification,16,0,0,58,1,304.34
General Enquiry,15,2,0,25,3,38.02
Bill Payment,9,5,1,13,1,40.03
Bill Payment,16,2,0,32,1,107.98
Account Services,11,5,1,43,4,98.96
Account Services,17,4,0,5,2,24.7
Bill Payment,13,3,0,31,2,49.26
Bill Payment,11,6,1,36,3,34.97
Account Services,17,5,1,22,1,191.44
Customer Support,12,4,0,2,1,15.06
Document Verification,12,0,0,17,3,42.9
Account Services,9,4,0,23,4,48.75
General Enquiry,14,2,0,33,4,34.07
Customer Support,15,1,0,16,1,117.04
General Enquiry,9,4,0,34,1,123.69
Document Verification,10,1,0,8,1,42.77
Account Services,17,1,0,9,3,19.3
Customer Support,13,5,1,18,3,35.08
Bill Payment,10,5,1,30,2,57.49
Customer Support,15,0,0,28,1,182.55
Customer Support,13,6,1,52,3,135.58
Customer Support,11,6,1,33,3,89.32
Bill Payment,15,3,0,9,3,10.91
General Enquiry,10,5,1,15,1,66.35
General Enquiry,9,0,0,28,4,29.53
Document Verification,10,0,0,12,3,22.21
Document Verification,10,3,0,5,4,8.32
General Enquiry,12,5,1,22,3,28.45
Document Verification,17,1,0,18,4,34.93
General Enquiry,16,1,0,6,3,5.38
Document Verification,12,3,0,21,1,132.32
Account Services,11,1,0,20,3,50.96
Document Verification,13,1,0,29,3,64.44
Document Verification,16,0,0,48,1,324.41
General Enquiry,11,4,0,35,4,32.58
Document Verification,15,2,0,8,3,14.09
Document Verification,12,0,0,37,3,62.56
Account Services,11,6,1,19,2,81.23
Bill Payment,9,2,0,7,1,29.36
Document Verification,16,0,0,6,4,4.01
Account Services,9,0,0,4,2,15.08
Account Services,13,0,0,16,1,114.86
General Enquiry,12,3,0,3,3,3.71
Document Verification,10,6,1,60,3,138.2
Bill Payment,14,2,0,32,3,36.29
Bill Payment,11,4,0,37,3,50.4
Customer Support,16,3,0,16,4,28.71
General Enquiry,15,1,0,9,1,34.63
Account Services,16,1,0,16,1,125.34
Account Services,15,4,0,9,4,17.04
Account Services,15,6,1,3,3,14.73
Customer Support,9,1,0,17,2,58.06
General Enquiry,11,5,1,37,1,156.15
Document Verification,12,5,1,41,2,134.31
Document Verification,12,5,1,28,1,172.11
Document Verification,11,4,0,21,1,128.36
Customer Support,15,4,0,7,3,22.05
Account Services,9,4,0,40,3,120.43
General Enquiry,11,3,0,16,4,19.07
Customer Support,10,6,1,42,3,100.05
Account Services,12,5,1,21,2,72.48
Account Services,16,4,0,39,1,334.36
Bill Payment,12,3,0,13,3,14.65
Customer Support,17,5,1,33,2,107.58
Bill Payment,13,4,0,31,4,24.73
Customer Support,9,6,1,52,2,178.88
Customer Support,15,5,1,4,4,4.12
Account Services,16,2,0,25,2,95.64
General Enquiry,9,3,0,64,2,141.71
Account Services,13,6,1,41,3,99.68
General Enquiry,16,2,0,29,3,35.39
Document Verification,16,0,0,26,2,71.4
Bill Payment,10,6,1,7,2,10.74
Document Verification,14,3,0,38,1,208.84
Account Services,17,1,0,29,3,75.26
General Enquiry,9,2,0,30,4,28.66
Document Verification,14,5,1,13,3,28.7
General Enquiry,9,2,0,23,3,34.29
Document Verification,12,2,0,7,1,37.59
Bill Payment,12,2,0,21,3,24.42
Document Verification,16,2,0,18,3,40.17
Bill Payment,14,1,0,22,3,23.67
Bill Payment,12,6,1,18,1,59.28
Bill Payment,16,0,0,42,3,48.37
Document Verification,17,2,0,17,1,100.99
Document Verification,11,6,1,14,1,69.51
Account Services,12,5,1,29,2,95.36
Account Services,12,0,0,46,4,94.25
Document Verification,9,2,0,34,2,117.24
Document Verification,10,4,0,58,2,181.28
General Enquiry,17,4,0,8,2,16.55
Customer Support,13,0,0,48,3,111.77
General Enquiry,10,2,0,37,2,84.42
Bill Payment,17,4,0,5,2,7.13
General Enquiry,16,6,1,42,4,41.68
Account Services,16,1,0,44,4,85.41
Document Verification,17,4,0,15,2,44.34
Document Verification,16,2,0,20,3,39.29
General Enquiry,17,4,0,43,4,44.43
Customer Support,15,0,0,31,2,115.43
Document Verification,12,1,0,2,3,6.79
Account Services,9,1,0,4,1,31.53
Bill Payment,10,3,0,40,2,68.84
Bill Payment,14,4,0,12,3,12.04
General Enquiry,16,3,0,28,3,37.38
Account Services,11,3,0,20,4,47.22
Document Verification,10,3,0,10,4,11.98
Bill Payment,14,4,0,49,2,92.36
Bill Payment,11,1,0,28,3,35.28
Customer Support,14,4,0,19,4,32.28
Account Services,12,1,0,8,4,16.33
Customer Support,11,4,0,13,1,102.95
General Enquiry,11,6,1,23,4,27.18
Customer Support,11,6,1,35,2,128.32
Account Services,12,0,0,16,2,67.95
General Enquiry,12,0,0,32,3,42.75
Account Services,10,1,0,58,1,446.56
Bill Payment,12,2,0,30,3,38.64
General Enquiry,9,1,0,16,2,29.52
Document Verification,10,0,0,8,4,10.27
Bill Payment,17,2,0,16,1,60.15
Document Verification,15,0,0,2,3,8.7
Document Verification,12,6,1,5,1,31.91
Document Verification,11,5,1,25,2,75.28
General Enquiry,9,5,1,27,2,49.27
Account Services,10,5,1,55,1,414.28
Customer Support,17,5,1,44,4,74.51
Account Services,11,2,0,26,3,62.18
Bill Payment,12,6,1,12,3,14.98
Bill Payment,10,1,0,9,1,31.44
General Enquiry,16,0,0,15,1,65.63
General Enquiry,11,4,0,7,1,32.47
Customer Support,9,1,0,44,4,68.1
Bill Payment,16,5,1,51,2,100.57
Account Services,11,4,0,13,2,46.11
Bill Payment,14,2,0,47,2,76.07
Account Services,10,2,0,35,3,86.55
General Enquiry,11,5,1,23,1,103.76
Customer Support,15,3,0,15,1,106.79
Bill Payment,9,2,0,11,1,44.78
Account Services,14,5,1,21,4,43.3
Document Verification,9,0,0,75,4,121.8
General Enquiry,11,3,0,18,2,40.73
Bill Payment,16,6,1,49,1,171.49
General Enquiry,9,3,0,35,1,128.68
Document Verification,11,3,0,13,3,20.48
Account Services,9,4,0,3,2,10.78
Document Verification,15,3,0,28,4,43.65
Document Verification,12,6,1,3,1,19.73
Bill Payment,14,4,0,33,2,61.76
General Enquiry,11,3,0,8,4,10.1
Bill Payment,14,1,0,35,3,43.31
Account Services,15,6,1,22,3,58.63
General Enquiry,16,2,0,33,1,135.57
Account Services,13,3,0,23,4,47.91
Bill Payment,13,5,1,11,4,11.23
Account Services,15,5,1,44,4,84.03
General Enquiry,11,3,0,7,4,6.13
Account Services,14,0,0,35,4,61.77
Customer Support,11,6,1,28,3,61.08
General Enquiry,15,1,0,11,3,13.55
Bill Payment,11,2,0,38,1,141.22
Customer Support,17,0,0,43,2,162.22
Document Verification,9,6,1,19,3,39.24
Bill Payment,10,6,1,14,2,27.29
Account Services,14,4,0,57,1,481.47
Bill Payment,16,0,0,57,1,224.69
Customer Support,9,3,0,14,4,27.12
Account Services,10,6,1,34,2,145.01
Bill Payment,17,0,0,43,1,133.59
Customer Support,14,0,0,4,4,2.69
Customer Support,10,6,1,53,3,113.17
Bill Payment,12,4,0,9,1,33.58
Document Verification,10,2,0,7,2,19.81
Bill Payment,15,2,0,22,1,67.5
Bill Payment,11,4,0,28,1,101.28
Account Services,11,4,0,29,1,195.88
General Enquiry,10,4,0,6,3,6.0
Bill Payment,16,1,0,22,4,20.13
Document Verification,16,4,0,19,3,46.92
Customer Support,17,4,0,35,4,65.52
Document Verification,10,3,0,57,2,154.81
Document Verification,12,4,0,26,1,134.69
General Enquiry,15,1,0,9,1,37.23
Bill Payment,15,5,1,43,2,86.08
Bill Payment,17,0,0,13,4,13.51
General Enquiry,16,5,1,47,3,54.39
General Enquiry,13,6,1,32,1,142.58
General Enquiry,13,5,1,49,3,68.7
Account Services,14,1,0,43,3,109.94
Account Services,17,6,1,19,2,69.99
Document Verification,16,6,1,8,3,12.3
Account Services,13,5,1,51,2,179.19
General Enquiry,12,4,0,21,1,94.17
Account Services,12,4,0,7,4,11.53
Account Services,15,2,0,32,3,83.01
Account Services,17,1,0,48,3,118.62
General Enquiry,16,2,0,28,4,28.19
General Enquiry,12,2,0,15,4,13.58
Bill Payment,14,6,1,31,1,114.86
Customer Support,11,0,0,21,2,80.61
Document Verification,10,3,0,61,2,160.29
Bill Payment,17,6,1,57,1,176.5
Bill Payment,17,6,1,16,2,28.56
General Enquiry,14,4,0,38,1,164.52
Document Verification,14,0,0,37,1,196.28
Bill Payment,12,4,0,26,2,40.25
Account Services,15,3,0,36,3,82.16
Account Services,9,3,0,7,2,34.8
Document Verification,16,4,0,40,3,80.99
General Enquiry,11,6,1,21,1,79.79
Account Services,16,6,1,11,2,46.73
Account Services,9,4,0,35,2,140.22
General Enquiry,10,4,0,16,2,29.3
Customer Support,9,0,0,37,1,219.3
General Enquiry,15,6,1,35,4,31.32
General Enquiry,12,5,1,17,2,38.61
Account Services,11,5,1,36,3,100.45
General Enquiry,13,0,0,64,4,61.76
Account Services,16,1,0,46,3,113.04
Account Services,11,2,0,3,3,1.7
Customer Support,12,2,0,6,2,27.02
Document Verification,15,5,1,7,4,10.17
Bill Payment,10,6,1,59,4,56.88
General Enquiry,12,5,1,12,3,17.2
Bill Payment,15,6,1,4,1,12.2
Customer Support,17,0,0,41,4,68.69
Customer Support,11,0,0,4,4,7.69
Customer Support,13,1,0,57,1,443.01
Bill Payment,15,1,0,20,3,21.36
Document Verification,15,3,0,16,1,88.61
Customer Support,10,4,0,26,4,51.44
Customer Support,9,6,1,37,3,69.69
Bill Payment,13,5,1,10,2,16.65
General Enquiry,10,0,0,40,4,34.43
General Enquiry,11,5,1,32,1,114.25
Account Services,16,1,0,34,1,309.64
Customer Support,9,3,0,11,4,21.89
General Enquiry,13,3,0,11,1,37.14
Bill Payment,16,6,1,51,1,166.37
Bill Payment,14,6,1,23,1,82.92
General Enquiry,12,1,0,25,1,108.85
Account Services,17,2,0,38,4,83.36
General Enquiry,10,6,1,26,1,101.71
General Enquiry,9,5,1,18,4,15.91
Customer Support,17,6,1,20,1,120.48
Account Services,13,3,0,52,2,198.4
General Enquiry,15,2,0,19,1,72.93
Bill Payment,10,0,0,13,4,11.67
Bill Payment,9,2,0,43,3,47.54
Customer Support,13,4,0,33,2,114.51
General Enquiry,16,0,0,16,1,65.75
Customer Support,9,4,0,59,2,205.21
General Enquiry,14,6,1,19,1,82.11
Account Services,12,1,0,6,3,18.72
Account Services,11,3,0,19,3,52.99
Document Verification,9,1,0,18,2,61.18
Customer Support,15,2,0,8,4,13.83
Document Verification,11,5,1,26,1,172.92
Customer Support,11,3,0,26,3,66.54
Account Services,11,2,0,23,1,200.32
General Enquiry,11,4,0,3,3,5.51
Bill Payment,12,1,0,19,3,19.26
Account Services,12,0,0,3,1,24.52
General Enquiry,16,2,0,26,4,23.23
Customer Support,17,0,0,47,2,169.04
Customer Support,15,5,1,23,4,38.23
Document Verification,11,1,0,4,1,21.37
Account Services,17,5,1,46,1,394.83
General Enquiry,13,4,0,19,3,19.7
Document Verification,10,3,0,34,2,111.13
Document Verification,9,2,0,21,4,25.69
Document Verification,17,6,1,53,2,146.55
Bill Payment,14,1,0,29,4,25.49
Customer Support,17,0,0,54,3,108.28
Document Verification,17,2,0,3,3,3.18
Customer Support,12,1,0,20,3,50.67
Account Services,16,2,0,27,2,117.96
General Enquiry,15,3,0,6,3,5.1
Account Services,9,0,0,13,3,34.04
Document Verification,17,4,0,20,2,62.75
Account Services,16,4,0,9,4,17.5
General Enquiry,15,1,0,20,2,47.69
Account Services,10,5,1,19,1,145.11
Account Services,10,6,1,24,4,50.17
Document Verification,11,2,0,2,4,3.59
General Enquiry,11,2,0,5,4,10.04
Document Verification,9,1,0,36,1,197.64
Document Verification,17,6,1,19,1,115.8
Account Services,12,5,1,6,3,19.91
Document Verification,11,5,1,34,1,222.59
Bill Payment,10,4,0,17,4,12.94
Document Verification,12,0,0,38,1,228.49
Customer Support,11,4,0,18,4,25.57
Bill Payment,12,3,0,41,3,47.9
Customer Support,15,2,0,25,2,80.78
Customer Support,12,5,1,9,3,24.37
Customer Support,16,6,1,11,4,15.5
Document Verification,13,2,0,48,3,96.58
Document Verification,16,0,0,53,3,114.16
Document Verification,12,2,0,24,2,67.96
Bill Payment,10,3,0,23,2,35.4
Document Verification,13,1,0,10,2,21.57
Bill Payment,9,4,0,54,4,40.1
General Enquiry,17,1,0,35,2,63.97
Document Verification,10,3,0,60,2,186.89
Document Verification,13,4,0,24,1,134.37
Bill Payment,9,6,1,64,2,117.76
Document Verification,17,0,0,4,1,26.96
Bill Payment,16,6,1,46,3,48.41
Account Services,9,3,0,42,4,80.19
Document Verification,12,3,0,22,4,40.88
Bill Payment,12,5,1,2,2,2.85
Account Services,11,0,0,21,1,151.89
Account Services,16,1,0,35,4,67.15
Bill Payment,17,1,0,29,2,53.64
Document Verification,15,1,0,35,1,220.48
Bill Payment,10,6,1,52,2,102.84
General Enquiry,9,4,0,49,4,48.22
Bill Payment,11,0,0,3,1,9.07
General Enquiry,9,1,0,61,1,265.29
Account Services,17,3,0,35,3,94.48
General Enquiry,16,3,0,34,2,74.07
Document Verification,17,2,0,49,3,88.14
General Enquiry,12,4,0,32,3,46.77
Document Verification,14,1,0,34,4,51.57
Customer Support,10,1,0,28,1,199.96
General Enquiry,15,6,1,26,1,109.46
Bill Payment,15,1,0,28,4,22.67
General Enquiry,14,5,1,14,2,24.76
Customer Support,16,4,0,5,4,15.02
Document Verification,11,0,0,27,3,55.27
General Enquiry,17,2,0,45,2,102.98
Document Verification,17,2,0,14,2,39.41
Document Verification,13,1,0,48,1,313.14
Document Verification,10,5,1,29,1,197.67
Document Verification,11,0,0,6,2,19.64
Bill Payment,10,6,1,46,2,85.91
Customer Support,12,1,0,3,4,2.85
General Enquiry,9,0,0,71,2,130.16
Bill Payment,17,1,0,5,3,4.93
Bill Payment,14,6,1,58,4,50.55
Customer Support,10,6,1,39,2,140.73
Customer Support,12,0,0,38,3,97.47
General Enquiry,14,2,0,56,2,127.37
Account Services,12,2,0,32,4,63.96
Customer Support,13,5,1,42,3,107.13
Bill Payment,13,4,0,14,2,23.78
Bill Payment,9,6,1,18,2,33.98
Account Services,15,0,0,12,4,27.72
Document Verification,9,0,0,31,1,194.63
Document Verification,16,6,1,31,2,82.7
Account Services,13,2,0,33,1,238.82
Customer Support,14,0,0,48,4,96.15
General Enquiry,9,1,0,49,2,107.92
Bill Payment,17,4,0,13,2,22.2
General Enquiry,11,5,1,18,1,62.51
General Enquiry,10,5,1,13,1,41.24
General Enquiry,11,1,0,27,3,36.97
Bill Payment,9,6,1,60,1,227.45
Document Verification,17,4,0,44,4,57.1
Bill Payment,13,0,0,32,4,31.05
Document Verification,15,6,1,12,2,41.3
Document Verification,11,1,0,22,1,133.2
Bill Payment,9,3,0,42,1,134.81
General Enquiry,11,3,0,21,1,81.49
Document Verification,13,1,0,48,2,153.88
Customer Support,11,5,1,23,1,173.23
Customer Support,10,1,0,14,3,33.05
Document Verification,12,2,0,28,3,49.47
Document Verification,12,4,0,12,1,72.79
General Enquiry,9,3,0,15,2,27.08
General Enquiry,10,1,0,13,4,13.62
Bill Payment,17,5,1,12,4,11.8
Document Verification,13,4,0,42,4,57.32
Bill Payment,16,2,0,26,3,26.61
Customer Support,14,3,0,50,4,71.71
Customer Support,15,6,1,16,4,29.58
Account Services,17,1,0,27,2,110.23
General Enquiry,17,1,0,48,4,43.12
General Enquiry,9,2,0,15,3,15.88
General Enquiry,12,1,0,18,4,19.28
Document Verification,12,3,0,34,4,50.24
Bill Payment,9,6,1,44,3,51.86
General Enquiry,13,4,0,23,3,29.77
Account Services,15,4,0,9,4,16.27
Customer Support,9,3,0,45,2,171.43
General Enquiry,14,6,1,36,4,36.44
General Enquiry,16,2,0,44,3,65.06
General Enquiry,11,3,0,29,2,56.91
Customer Support,11,2,0,17,1,119.16
Bill Payment,17,4,0,49,4,39.32
Account Services,12,0,0,10,4,15.69
Document Verification,15,4,0,5,3,9.31
Account Services,10,5,1,4,4,6.17
Account Services,17,3,0,37,1,272.81
Bill Payment,11,2,0,22,3,28.8
Customer Support,15,3,0,4,3,9.2
Customer Support,15,1,0,27,4,46.77
Bill Payment,11,0,0,23,4,18.52
Customer Support,10,5,1,30,1,227.06
Customer Support,16,0,0,31,4,48.85
Customer Support,14,2,0,50,2,194.98
Customer Support,9,6,1,6,4,9.03
Account Services,16,5,1,22,1,158.51
Customer Support,15,6,1,4,4,5.08
Document Verification,16,3,0,53,2,134.39
Document Verification,9,4,0,43,4,56.46
Document Verification,15,1,0,32,3,50.77
Bill Payment,17,4,0,48,4,39.24
Customer Support,17,0,0,64,3,140.41
Account Services,16,6,1,34,3,78.92
